Reaction ID,Reaction Name,Equation,Compartment,minimalmodelnoaperture_pfba,minimalmodelnoaperture_max,minimalmodelnoaperture_min,minimalmodel_pfba,minimalmodel_max,minimalmodel_min
RIBULP3EPIM_RXN_c_me_4,RIBULP3EPIM-RXN:ribulose phosphate 3-epimerase_me_4,RIBULOSE_5P_c_me_4 <=> XYLULOSE_5_PHOSPHATE_c_me_4,c_me_4,0.6306310772332676,NA,NA,0.6306364582057356,NA,NA
RIBULP3EPIM_RXN_c_gc_1,RIBULP3EPIM-RXN:ribulose phosphate 3-epimerase_gc_1,RIBULOSE_5P_c_gc_1 <=> XYLULOSE_5_PHOSPHATE_c_gc_1,c_gc_1,0.0007131915219213205,NA,NA,0.0007110333715129548,NA,NA
RIBULP3EPIM_RXN_c_gc_2,RIBULP3EPIM-RXN:ribulose phosphate 3-epimerase_gc_2,RIBULOSE_5P_c_gc_2 <=> XYLULOSE_5_PHOSPHATE_c_gc_2,c_gc_2,0.0,NA,NA,0.0,NA,NA
RIBULP3EPIM_RXN_c_gc_3,RIBULP3EPIM-RXN:ribulose phosphate 3-epimerase_gc_3,RIBULOSE_5P_c_gc_3 <=> XYLULOSE_5_PHOSPHATE_c_gc_3,c_gc_3,0.0,NA,NA,0.0,NA,NA
RIBULP3EPIM_RXN_c_gc_4,RIBULP3EPIM-RXN:ribulose phosphate 3-epimerase_gc_4,RIBULOSE_5P_c_gc_4 <=> XYLULOSE_5_PHOSPHATE_c_gc_4,c_gc_4,0.0007059818233999805,NA,NA,0.0007110334024417295,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_me_1,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_me_1",0.65 ATP_c_me_1 + PYRUVATE_c_me_1 + 0.7 Pi_c_me_1 + 0.35 aATP_c_me_1 + 0.3 aPi_c_me_1 --> AMP_c_me_1 + PHOSPHO_ENOL_PYRUVATE_c_me_1 + 0.65 PPI_c_me_1 + 1.3 PROTON_c_me_1 + 0.35 aPPI_c_me_1,c_me_1,0.30025687479486246,NA,NA,0.30023211955456275,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_me_2,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_me_2",0.65 ATP_c_me_2 + PYRUVATE_c_me_2 + 0.7 Pi_c_me_2 + 0.35 aATP_c_me_2 + 0.3 aPi_c_me_2 --> AMP_c_me_2 + PHOSPHO_ENOL_PYRUVATE_c_me_2 + 0.65 PPI_c_me_2 + 1.3 PROTON_c_me_2 + 0.35 aPPI_c_me_2,c_me_2,0.0,NA,NA,0.0,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_me_3,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_me_3",0.65 ATP_c_me_3 + PYRUVATE_c_me_3 + 0.7 Pi_c_me_3 + 0.35 aATP_c_me_3 + 0.3 aPi_c_me_3 --> AMP_c_me_3 + PHOSPHO_ENOL_PYRUVATE_c_me_3 + 0.65 PPI_c_me_3 + 1.3 PROTON_c_me_3 + 0.35 aPPI_c_me_3,c_me_3,0.0,NA,NA,0.0,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_me_4,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_me_4",0.65 ATP_c_me_4 + PYRUVATE_c_me_4 + 0.7 Pi_c_me_4 + 0.35 aATP_c_me_4 + 0.3 aPi_c_me_4 --> AMP_c_me_4 + PHOSPHO_ENOL_PYRUVATE_c_me_4 + 0.65 PPI_c_me_4 + 1.3 PROTON_c_me_4 + 0.35 aPPI_c_me_4,c_me_4,0.31701707357285075,NA,NA,0.3170076988993041,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_gc_1,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_gc_1",0.65 ATP_c_gc_1 + PYRUVATE_c_gc_1 + 0.7 Pi_c_gc_1 + 0.35 aATP_c_gc_1 + 0.3 aPi_c_gc_1 --> AMP_c_gc_1 + PHOSPHO_ENOL_PYRUVATE_c_gc_1 + 0.65 PPI_c_gc_1 + 1.3 PROTON_c_gc_1 + 0.35 aPPI_c_gc_1,c_gc_1,0.0,NA,NA,0.0,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_gc_2,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_gc_2",0.65 ATP_c_gc_2 + PYRUVATE_c_gc_2 + 0.7 Pi_c_gc_2 + 0.35 aATP_c_gc_2 + 0.3 aPi_c_gc_2 --> AMP_c_gc_2 + PHOSPHO_ENOL_PYRUVATE_c_gc_2 + 0.65 PPI_c_gc_2 + 1.3 PROTON_c_gc_2 + 0.35 aPPI_c_gc_2,c_gc_2,0.0,NA,NA,0.0,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_gc_3,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_gc_3",0.65 ATP_c_gc_3 + PYRUVATE_c_gc_3 + 0.7 Pi_c_gc_3 + 0.35 aATP_c_gc_3 + 0.3 aPi_c_gc_3 --> AMP_c_gc_3 + PHOSPHO_ENOL_PYRUVATE_c_gc_3 + 0.65 PPI_c_gc_3 + 1.3 PROTON_c_gc_3 + 0.35 aPPI_c_gc_3,c_gc_3,0.0,NA,NA,0.0,NA,NA
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN_c_gc_4,"PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN:Pyruvate,phosphate dikinase_gc_4",0.65 ATP_c_gc_4 + PYRUVATE_c_gc_4 + 0.7 Pi_c_gc_4 + 0.35 aATP_c_gc_4 + 0.3 aPi_c_gc_4 --> AMP_c_gc_4 + PHOSPHO_ENOL_PYRUVATE_c_gc_4 + 0.65 PPI_c_gc_4 + 1.3 PROTON_c_gc_4 + 0.35 aPPI_c_gc_4,c_gc_4,2.4499102258775853e-18,NA,NA,0.00013895830453781584,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_me_1,MALATE_DEHYDROGENASE_NADPs_RXN_p_me_1,NADPH_p_me_1 + OXALACETIC_ACID_p_me_1 + PROTON_p_me_1 --> MAL_p_me_1 + NADP_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_me_2,MALATE_DEHYDROGENASE_NADPs_RXN_p_me_2,NADPH_p_me_2 + OXALACETIC_ACID_p_me_2 + PROTON_p_me_2 --> MAL_p_me_2 + NADP_p_me_2,p_me_2,15.530637934477985,NA,NA,15.530585332642064,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_me_3,MALATE_DEHYDROGENASE_NADPs_RXN_p_me_3,NADPH_p_me_3 + OXALACETIC_ACID_p_me_3 + PROTON_p_me_3 --> MAL_p_me_3 + NADP_p_me_3,p_me_3,16.753644983112682,NA,NA,16.706532457208063,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_me_4,MALATE_DEHYDROGENASE_NADPs_RXN_p_me_4,NADPH_p_me_4 + OXALACETIC_ACID_p_me_4 + PROTON_p_me_4 --> MAL_p_me_4 + NADP_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_1,MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_1,NADPH_p_gc_1 + OXALACETIC_ACID_p_gc_1 + PROTON_p_gc_1 --> MAL_p_gc_1 + NADP_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_2,MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_2,NADPH_p_gc_2 + OXALACETIC_ACID_p_gc_2 + PROTON_p_gc_2 --> MAL_p_gc_2 + NADP_p_gc_2,p_gc_2,0.007347675840978693,NA,NA,0.11288866666666668,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_3,MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_3,NADPH_p_gc_3 + OXALACETIC_ACID_p_gc_3 + PROTON_p_gc_3 --> MAL_p_gc_3 + NADP_p_gc_3,p_gc_3,0.007347675830531092,NA,NA,0.008248955987996574,NA,NA
MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_4,MALATE_DEHYDROGENASE_NADPs_RXN_p_gc_4,NADPH_p_gc_4 + OXALACETIC_ACID_p_gc_4 + PROTON_p_gc_4 --> MAL_p_gc_4 + NADP_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_me_1,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_me_1,NAD_m_me_1 + SUCC_S_ALD_m_me_1 + WATER_m_me_1 --> NADH_m_me_1 + 2.0 PROTON_m_me_1 + SUC_m_me_1,m_me_1,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_me_2,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_me_2,NAD_m_me_2 + SUCC_S_ALD_m_me_2 + WATER_m_me_2 --> NADH_m_me_2 + 2.0 PROTON_m_me_2 + SUC_m_me_2,m_me_2,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_me_3,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_me_3,NAD_m_me_3 + SUCC_S_ALD_m_me_3 + WATER_m_me_3 --> NADH_m_me_3 + 2.0 PROTON_m_me_3 + SUC_m_me_3,m_me_3,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_me_4,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_me_4,NAD_m_me_4 + SUCC_S_ALD_m_me_4 + WATER_m_me_4 --> NADH_m_me_4 + 2.0 PROTON_m_me_4 + SUC_m_me_4,m_me_4,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_gc_1,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_gc_1,NAD_m_gc_1 + SUCC_S_ALD_m_gc_1 + WATER_m_gc_1 --> NADH_m_gc_1 + 2.0 PROTON_m_gc_1 + SUC_m_gc_1,m_gc_1,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_gc_2,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_gc_2,NAD_m_gc_2 + SUCC_S_ALD_m_gc_2 + WATER_m_gc_2 --> NADH_m_gc_2 + 2.0 PROTON_m_gc_2 + SUC_m_gc_2,m_gc_2,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_gc_3,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_gc_3,NAD_m_gc_3 + SUCC_S_ALD_m_gc_3 + WATER_m_gc_3 --> NADH_m_gc_3 + 2.0 PROTON_m_gc_3 + SUC_m_gc_3,m_gc_3,0.0,NA,NA,0.0,NA,NA
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_m_gc_4,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN:Succinate-semialdehyde dehydrogenase_gc_4,NAD_m_gc_4 + SUCC_S_ALD_m_gc_4 + WATER_m_gc_4 --> NADH_m_gc_4 + 2.0 PROTON_m_gc_4 + SUC_m_gc_4,m_gc_4,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_me_1,DADPKIN-RXN:NIL_me_1,0.9 ATP_p_me_1 + 0.79 DADP_p_me_1 + 0.1 PROTON_p_me_1 + 0.1 aATP_p_me_1 + 0.21 aDADP_p_me_1 --> 0.8 ADP_p_me_1 + 0.79 DATP_p_me_1 + 0.2 aADP_p_me_1 + 0.21 aDATP_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_me_2,DADPKIN-RXN:NIL_me_2,0.9 ATP_p_me_2 + 0.79 DADP_p_me_2 + 0.1 PROTON_p_me_2 + 0.1 aATP_p_me_2 + 0.21 aDADP_p_me_2 --> 0.8 ADP_p_me_2 + 0.79 DATP_p_me_2 + 0.2 aADP_p_me_2 + 0.21 aDATP_p_me_2,p_me_2,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_me_3,DADPKIN-RXN:NIL_me_3,0.9 ATP_p_me_3 + 0.79 DADP_p_me_3 + 0.1 PROTON_p_me_3 + 0.1 aATP_p_me_3 + 0.21 aDADP_p_me_3 --> 0.8 ADP_p_me_3 + 0.79 DATP_p_me_3 + 0.2 aADP_p_me_3 + 0.21 aDATP_p_me_3,p_me_3,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_me_4,DADPKIN-RXN:NIL_me_4,0.9 ATP_p_me_4 + 0.79 DADP_p_me_4 + 0.1 PROTON_p_me_4 + 0.1 aATP_p_me_4 + 0.21 aDADP_p_me_4 --> 0.8 ADP_p_me_4 + 0.79 DATP_p_me_4 + 0.2 aADP_p_me_4 + 0.21 aDATP_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_gc_1,DADPKIN-RXN:NIL_gc_1,0.9 ATP_p_gc_1 + 0.79 DADP_p_gc_1 + 0.1 PROTON_p_gc_1 + 0.1 aATP_p_gc_1 + 0.21 aDADP_p_gc_1 --> 0.8 ADP_p_gc_1 + 0.79 DATP_p_gc_1 + 0.2 aADP_p_gc_1 + 0.21 aDATP_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_gc_2,DADPKIN-RXN:NIL_gc_2,0.9 ATP_p_gc_2 + 0.79 DADP_p_gc_2 + 0.1 PROTON_p_gc_2 + 0.1 aATP_p_gc_2 + 0.21 aDADP_p_gc_2 --> 0.8 ADP_p_gc_2 + 0.79 DATP_p_gc_2 + 0.2 aADP_p_gc_2 + 0.21 aDATP_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_gc_3,DADPKIN-RXN:NIL_gc_3,0.9 ATP_p_gc_3 + 0.79 DADP_p_gc_3 + 0.1 PROTON_p_gc_3 + 0.1 aATP_p_gc_3 + 0.21 aDADP_p_gc_3 --> 0.8 ADP_p_gc_3 + 0.79 DATP_p_gc_3 + 0.2 aADP_p_gc_3 + 0.21 aDATP_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA
DADPKIN_RXN_p_gc_4,DADPKIN-RXN:NIL_gc_4,0.9 ATP_p_gc_4 + 0.79 DADP_p_gc_4 + 0.1 PROTON_p_gc_4 + 0.1 aATP_p_gc_4 + 0.21 aDADP_p_gc_4 --> 0.8 ADP_p_gc_4 + 0.79 DATP_p_gc_4 + 0.2 aADP_p_gc_4 + 0.21 aDATP_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_me_1,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_me_1",0.92 HOMOGENTISATE_c_me_1 + OXYGEN_MOLECULE_c_me_1 + 0.08 aHOMOGENTISATE_c_me_1 --> 4_MALEYL_ACETOACETATE_c_me_1 + 0.08 PROTON_c_me_1,c_me_1,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_me_2,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_me_2",0.92 HOMOGENTISATE_c_me_2 + OXYGEN_MOLECULE_c_me_2 + 0.08 aHOMOGENTISATE_c_me_2 --> 4_MALEYL_ACETOACETATE_c_me_2 + 0.08 PROTON_c_me_2,c_me_2,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_me_3,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_me_3",0.92 HOMOGENTISATE_c_me_3 + OXYGEN_MOLECULE_c_me_3 + 0.08 aHOMOGENTISATE_c_me_3 --> 4_MALEYL_ACETOACETATE_c_me_3 + 0.08 PROTON_c_me_3,c_me_3,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_me_4,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_me_4",0.92 HOMOGENTISATE_c_me_4 + OXYGEN_MOLECULE_c_me_4 + 0.08 aHOMOGENTISATE_c_me_4 --> 4_MALEYL_ACETOACETATE_c_me_4 + 0.08 PROTON_c_me_4,c_me_4,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_gc_1,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_gc_1",0.92 HOMOGENTISATE_c_gc_1 + OXYGEN_MOLECULE_c_gc_1 + 0.08 aHOMOGENTISATE_c_gc_1 --> 4_MALEYL_ACETOACETATE_c_gc_1 + 0.08 PROTON_c_gc_1,c_gc_1,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_gc_2,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_gc_2",0.92 HOMOGENTISATE_c_gc_2 + OXYGEN_MOLECULE_c_gc_2 + 0.08 aHOMOGENTISATE_c_gc_2 --> 4_MALEYL_ACETOACETATE_c_gc_2 + 0.08 PROTON_c_gc_2,c_gc_2,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_gc_3,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_gc_3",0.92 HOMOGENTISATE_c_gc_3 + OXYGEN_MOLECULE_c_gc_3 + 0.08 aHOMOGENTISATE_c_gc_3 --> 4_MALEYL_ACETOACETATE_c_gc_3 + 0.08 PROTON_c_gc_3,c_gc_3,0.0,NA,NA,0.0,NA,NA
HOMOGENTISATE_12_DIOXYGENASE_RXN_c_gc_4,"HOMOGENTISATE-12-DIOXYGENASE-RXN:Homogentisate 1,2-dioxygenase_gc_4",0.92 HOMOGENTISATE_c_gc_4 + OXYGEN_MOLECULE_c_gc_4 + 0.08 aHOMOGENTISATE_c_gc_4 --> 4_MALEYL_ACETOACETATE_c_gc_4 + 0.08 PROTON_c_gc_4,c_gc_4,0.0,NA,NA,0.0,NA,NA
CYS_mc_me_1,CYS_mc_me_1,0.92 CYS_m_me_1 + 0.08 PROTON_m_me_1 + 0.08 bCYS_m_me_1 <=> CYS_c_me_1,mc_me_1,0.0,NA,NA,0.0,NA,NA
CYS_mc_me_2,CYS_mc_me_2,0.92 CYS_m_me_2 + 0.08 PROTON_m_me_2 + 0.08 bCYS_m_me_2 <=> CYS_c_me_2,mc_me_2,0.0,NA,NA,0.0,NA,NA
CYS_mc_me_3,CYS_mc_me_3,0.92 CYS_m_me_3 + 0.08 PROTON_m_me_3 + 0.08 bCYS_m_me_3 <=> CYS_c_me_3,mc_me_3,0.0,NA,NA,0.0,NA,NA
CYS_mc_me_4,CYS_mc_me_4,0.92 CYS_m_me_4 + 0.08 PROTON_m_me_4 + 0.08 bCYS_m_me_4 <=> CYS_c_me_4,mc_me_4,0.0,NA,NA,0.0,NA,NA
CYS_mc_gc_1,CYS_mc_gc_1,0.92 CYS_m_gc_1 + 0.08 PROTON_m_gc_1 + 0.08 bCYS_m_gc_1 <=> CYS_c_gc_1,mc_gc_1,0.0,NA,NA,0.0,NA,NA
CYS_mc_gc_2,CYS_mc_gc_2,0.92 CYS_m_gc_2 + 0.08 PROTON_m_gc_2 + 0.08 bCYS_m_gc_2 <=> CYS_c_gc_2,mc_gc_2,0.0,NA,NA,0.0,NA,NA
CYS_mc_gc_3,CYS_mc_gc_3,0.92 CYS_m_gc_3 + 0.08 PROTON_m_gc_3 + 0.08 bCYS_m_gc_3 <=> CYS_c_gc_3,mc_gc_3,0.0,NA,NA,0.0,NA,NA
CYS_mc_gc_4,CYS_mc_gc_4,0.92 CYS_m_gc_4 + 0.08 PROTON_m_gc_4 + 0.08 bCYS_m_gc_4 <=> CYS_c_gc_4,mc_gc_4,0.0,NA,NA,-1.9012713047134875e-17,NA,NA
RXN0_5330_NADP_mc_me_1,RXN0-5330:NADH dehydrogenase (ubiquinone)_me_1,NADPH_m_me_1 + PROTON_m_me_1 + UBIQUINONE_mc_me_1 --> NADP_m_me_1 + UBIQUINOL_mc_me_1,mc_me_1,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_me_2,RXN0-5330:NADH dehydrogenase (ubiquinone)_me_2,NADPH_m_me_2 + PROTON_m_me_2 + UBIQUINONE_mc_me_2 --> NADP_m_me_2 + UBIQUINOL_mc_me_2,mc_me_2,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_me_3,RXN0-5330:NADH dehydrogenase (ubiquinone)_me_3,NADPH_m_me_3 + PROTON_m_me_3 + UBIQUINONE_mc_me_3 --> NADP_m_me_3 + UBIQUINOL_mc_me_3,mc_me_3,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_me_4,RXN0-5330:NADH dehydrogenase (ubiquinone)_me_4,NADPH_m_me_4 + PROTON_m_me_4 + UBIQUINONE_mc_me_4 --> NADP_m_me_4 + UBIQUINOL_mc_me_4,mc_me_4,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_gc_1,RXN0-5330:NADH dehydrogenase (ubiquinone)_gc_1,NADPH_m_gc_1 + PROTON_m_gc_1 + UBIQUINONE_mc_gc_1 --> NADP_m_gc_1 + UBIQUINOL_mc_gc_1,mc_gc_1,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_gc_2,RXN0-5330:NADH dehydrogenase (ubiquinone)_gc_2,NADPH_m_gc_2 + PROTON_m_gc_2 + UBIQUINONE_mc_gc_2 --> NADP_m_gc_2 + UBIQUINOL_mc_gc_2,mc_gc_2,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_gc_3,RXN0-5330:NADH dehydrogenase (ubiquinone)_gc_3,NADPH_m_gc_3 + PROTON_m_gc_3 + UBIQUINONE_mc_gc_3 --> NADP_m_gc_3 + UBIQUINOL_mc_gc_3,mc_gc_3,0.0,NA,NA,0.0,NA,NA
RXN0_5330_NADP_mc_gc_4,RXN0-5330:NADH dehydrogenase (ubiquinone)_gc_4,NADPH_m_gc_4 + PROTON_m_gc_4 + UBIQUINONE_mc_gc_4 --> NADP_m_gc_4 + UBIQUINOL_mc_gc_4,mc_gc_4,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_me_1,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_me_1,0.65 GTP_c_me_1 + MANNOSE_1P_c_me_1 + PROTON_c_me_1 + 0.35 aGTP_c_me_1 --> GDP_MANNOSE_c_me_1 + 0.65 PPI_c_me_1 + 0.35 aPPI_c_me_1,c_me_1,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_me_2,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_me_2,0.65 GTP_c_me_2 + MANNOSE_1P_c_me_2 + PROTON_c_me_2 + 0.35 aGTP_c_me_2 --> GDP_MANNOSE_c_me_2 + 0.65 PPI_c_me_2 + 0.35 aPPI_c_me_2,c_me_2,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_me_3,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_me_3,0.65 GTP_c_me_3 + MANNOSE_1P_c_me_3 + PROTON_c_me_3 + 0.35 aGTP_c_me_3 --> GDP_MANNOSE_c_me_3 + 0.65 PPI_c_me_3 + 0.35 aPPI_c_me_3,c_me_3,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_me_4,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_me_4,0.65 GTP_c_me_4 + MANNOSE_1P_c_me_4 + PROTON_c_me_4 + 0.35 aGTP_c_me_4 --> GDP_MANNOSE_c_me_4 + 0.65 PPI_c_me_4 + 0.35 aPPI_c_me_4,c_me_4,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_gc_1,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_gc_1,0.65 GTP_c_gc_1 + MANNOSE_1P_c_gc_1 + PROTON_c_gc_1 + 0.35 aGTP_c_gc_1 --> GDP_MANNOSE_c_gc_1 + 0.65 PPI_c_gc_1 + 0.35 aPPI_c_gc_1,c_gc_1,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_gc_2,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_gc_2,0.65 GTP_c_gc_2 + MANNOSE_1P_c_gc_2 + PROTON_c_gc_2 + 0.35 aGTP_c_gc_2 --> GDP_MANNOSE_c_gc_2 + 0.65 PPI_c_gc_2 + 0.35 aPPI_c_gc_2,c_gc_2,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_gc_3,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_gc_3,0.65 GTP_c_gc_3 + MANNOSE_1P_c_gc_3 + PROTON_c_gc_3 + 0.35 aGTP_c_gc_3 --> GDP_MANNOSE_c_gc_3 + 0.65 PPI_c_gc_3 + 0.35 aPPI_c_gc_3,c_gc_3,0.0,NA,NA,0.0,NA,NA
2_PERIOD_7_PERIOD_7_PERIOD_13_RXN_c_gc_4,2.7.7.13-RXN:Mannose-1-phosphate guanylyltransferase_gc_4,0.65 GTP_c_gc_4 + MANNOSE_1P_c_gc_4 + PROTON_c_gc_4 + 0.35 aGTP_c_gc_4 --> GDP_MANNOSE_c_gc_4 + 0.65 PPI_c_gc_4 + 0.35 aPPI_c_gc_4,c_gc_4,0.0,NA,NA,0.0,NA,NA
NITRITE_pc_me_1,NITRITE_pc_me_1,NITRITE_c_me_1 + PROTON_c_me_1 --> NITRITE_p_me_1 + PROTON_p_me_1,pc_me_1,0.0,NA,NA,0.0,NA,NA
NITRITE_pc_me_2,NITRITE_pc_me_2,NITRITE_c_me_2 + PROTON_c_me_2 --> NITRITE_p_me_2 + PROTON_p_me_2,pc_me_2,2.8760530097989023,NA,NA,2.8758085874353085,NA,NA
NITRITE_pc_me_3,NITRITE_pc_me_3,NITRITE_c_me_3 + PROTON_c_me_3 --> NITRITE_p_me_3 + PROTON_p_me_3,pc_me_3,0.5885501192246321,NA,NA,0.5885001010881661,NA,NA
NITRITE_pc_me_4,NITRITE_pc_me_4,NITRITE_c_me_4 + PROTON_c_me_4 --> NITRITE_p_me_4 + PROTON_p_me_4,pc_me_4,0.0,NA,NA,0.0,NA,NA
NITRITE_pc_gc_1,NITRITE_pc_gc_1,NITRITE_c_gc_1 + PROTON_c_gc_1 --> NITRITE_p_gc_1 + PROTON_p_gc_1,pc_gc_1,0.0,NA,NA,0.0,NA,NA
