Reaction ID,Reaction Name,Equation,Compartment,realisticmodelnoaperture_pfba,realisticmodelnoaperture_max,realisticmodelnoaperture_min,realisticmodel_pfba,realisticmodel_max,realisticmodel_min,starchknockoutmodelnoaperture_pfba,starchknockoutmodelnoaperture_max,starchknockoutmodelnoaperture_min,starchknockoutmodel_pfba,starchknockoutmodel_max,starchknockoutmodel_min
3_ISOPROPYLMALISOM_RXN_p_gc_2,3-ISOPROPYLMALISOM-RXN:NIL_gc_2,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p_gc_2 --> CPD_9451_p_gc_2 + WATER_p_gc_2,p_gc_2,-3.1652107479748784e-16,NA,NA,0.0,NA,NA,-5.931352674161659e-33,NA,NA,0.0,NA,NA
3_ISOPROPYLMALISOM_RXN_p_gc_3,3-ISOPROPYLMALISOM-RXN:NIL_gc_3,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p_gc_3 --> CPD_9451_p_gc_3 + WATER_p_gc_3,p_gc_3,2.2110195052458055e-16,NA,NA,0.0,NA,NA,2.578848988765939e-34,NA,NA,0.0,NA,NA
3_ISOPROPYLMALISOM_RXN_p_gc_4,3-ISOPROPYLMALISOM-RXN:NIL_gc_4,3_CARBOXY_3_HYDROXY_ISOCAPROATE_p_gc_4 --> CPD_9451_p_gc_4 + WATER_p_gc_4,p_gc_4,-3.9740198227232296e-16,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_me_1,4_AMINO_BUTYRATE_PROTON_rev_vc_me_1,4_AMINO_BUTYRATE_v_me_1 + PROTON_v_me_1 --> 4_AMINO_BUTYRATE_c_me_1 + PROTON_c_me_1,vc_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_me_2,4_AMINO_BUTYRATE_PROTON_rev_vc_me_2,4_AMINO_BUTYRATE_v_me_2 + PROTON_v_me_2 --> 4_AMINO_BUTYRATE_c_me_2 + PROTON_c_me_2,vc_me_2,0.019053546019641467,NA,NA,0.019049287853941065,NA,NA,0.019053546019641463,NA,NA,0.019049021079803073,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_me_3,4_AMINO_BUTYRATE_PROTON_rev_vc_me_3,4_AMINO_BUTYRATE_v_me_3 + PROTON_v_me_3 --> 4_AMINO_BUTYRATE_c_me_3 + PROTON_c_me_3,vc_me_3,0.019053546019641463,NA,NA,0.019049287853941062,NA,NA,0.01905354601964146,NA,NA,0.01904902107980307,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_me_4,4_AMINO_BUTYRATE_PROTON_rev_vc_me_4,4_AMINO_BUTYRATE_v_me_4 + PROTON_v_me_4 --> 4_AMINO_BUTYRATE_c_me_4 + PROTON_c_me_4,vc_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_gc_1,4_AMINO_BUTYRATE_PROTON_rev_vc_gc_1,4_AMINO_BUTYRATE_v_gc_1 + PROTON_v_gc_1 --> 4_AMINO_BUTYRATE_c_gc_1 + PROTON_c_gc_1,vc_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_gc_2,4_AMINO_BUTYRATE_PROTON_rev_vc_gc_2,4_AMINO_BUTYRATE_v_gc_2 + PROTON_v_gc_2 --> 4_AMINO_BUTYRATE_c_gc_2 + PROTON_c_gc_2,vc_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_gc_3,4_AMINO_BUTYRATE_PROTON_rev_vc_gc_3,4_AMINO_BUTYRATE_v_gc_3 + PROTON_v_gc_3 --> 4_AMINO_BUTYRATE_c_gc_3 + PROTON_c_gc_3,vc_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
4_AMINO_BUTYRATE_PROTON_rev_vc_gc_4,4_AMINO_BUTYRATE_PROTON_rev_vc_gc_4,4_AMINO_BUTYRATE_v_gc_4 + PROTON_v_gc_4 --> 4_AMINO_BUTYRATE_c_gc_4 + PROTON_c_gc_4,vc_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_me_1,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_me_1,0.9 ATP_p_me_1 + GLC_1_P_p_me_1 + 0.45 PROTON_p_me_1 + 0.1 aATP_p_me_1 --> ADP_D_GLUCOSE_p_me_1 + 0.55 PPI_p_me_1 + 0.45 bPPI_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_me_2,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_me_2,0.9 ATP_p_me_2 + GLC_1_P_p_me_2 + 0.45 PROTON_p_me_2 + 0.1 aATP_p_me_2 --> ADP_D_GLUCOSE_p_me_2 + 0.55 PPI_p_me_2 + 0.45 bPPI_p_me_2,p_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_me_3,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_me_3,0.9 ATP_p_me_3 + GLC_1_P_p_me_3 + 0.45 PROTON_p_me_3 + 0.1 aATP_p_me_3 --> ADP_D_GLUCOSE_p_me_3 + 0.55 PPI_p_me_3 + 0.45 bPPI_p_me_3,p_me_3,0.39992450471752594,NA,NA,0.3998351279260887,NA,NA,0.39992450471752594,NA,NA,0.3998295284689117,NA,NA
GLUC1PADENYLTRANS_RXN_p_me_4,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_me_4,0.9 ATP_p_me_4 + GLC_1_P_p_me_4 + 0.45 PROTON_p_me_4 + 0.1 aATP_p_me_4 --> ADP_D_GLUCOSE_p_me_4 + 0.55 PPI_p_me_4 + 0.45 bPPI_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_gc_1,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_gc_1,0.9 ATP_p_gc_1 + GLC_1_P_p_gc_1 + 0.45 PROTON_p_gc_1 + 0.1 aATP_p_gc_1 --> ADP_D_GLUCOSE_p_gc_1 + 0.55 PPI_p_gc_1 + 0.45 bPPI_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_gc_2,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_gc_2,0.9 ATP_p_gc_2 + GLC_1_P_p_gc_2 + 0.45 PROTON_p_gc_2 + 0.1 aATP_p_gc_2 --> ADP_D_GLUCOSE_p_gc_2 + 0.55 PPI_p_gc_2 + 0.45 bPPI_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_gc_3,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_gc_3,0.9 ATP_p_gc_3 + GLC_1_P_p_gc_3 + 0.45 PROTON_p_gc_3 + 0.1 aATP_p_gc_3 --> ADP_D_GLUCOSE_p_gc_3 + 0.55 PPI_p_gc_3 + 0.45 bPPI_p_gc_3,p_gc_3,0.0,NA,NA,0.030589550632275305,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUC1PADENYLTRANS_RXN_p_gc_4,GLUC1PADENYLTRANS-RXN:Glucose-1-phosphate adenylyltransferase_gc_4,0.9 ATP_p_gc_4 + GLC_1_P_p_gc_4 + 0.45 PROTON_p_gc_4 + 0.1 aATP_p_gc_4 --> ADP_D_GLUCOSE_p_gc_4 + 0.55 PPI_p_gc_4 + 0.45 bPPI_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_me_1,ACONITATEHYDR-RXN:NIL_me_1,CIS_ACONITATE_c_me_1 + WATER_c_me_1 <=> THREO_DS_ISO_CITRATE_c_me_1,c_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_me_2,ACONITATEHYDR-RXN:NIL_me_2,CIS_ACONITATE_c_me_2 + WATER_c_me_2 <=> THREO_DS_ISO_CITRATE_c_me_2,c_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_me_3,ACONITATEHYDR-RXN:NIL_me_3,CIS_ACONITATE_c_me_3 + WATER_c_me_3 <=> THREO_DS_ISO_CITRATE_c_me_3,c_me_3,0.0058886837471048515,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_me_4,ACONITATEHYDR-RXN:NIL_me_4,CIS_ACONITATE_c_me_4 + WATER_c_me_4 <=> THREO_DS_ISO_CITRATE_c_me_4,c_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_gc_1,ACONITATEHYDR-RXN:NIL_gc_1,CIS_ACONITATE_c_gc_1 + WATER_c_gc_1 <=> THREO_DS_ISO_CITRATE_c_gc_1,c_gc_1,0.0,NA,NA,0.00047030958216259154,NA,NA,0.0,NA,NA,0.0007382157717514775,NA,NA
ACONITATEHYDR_RXN_c_gc_2,ACONITATEHYDR-RXN:NIL_gc_2,CIS_ACONITATE_c_gc_2 + WATER_c_gc_2 <=> THREO_DS_ISO_CITRATE_c_gc_2,c_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_gc_3,ACONITATEHYDR-RXN:NIL_gc_3,CIS_ACONITATE_c_gc_3 + WATER_c_gc_3 <=> THREO_DS_ISO_CITRATE_c_gc_3,c_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACONITATEHYDR_RXN_c_gc_4,ACONITATEHYDR-RXN:NIL_gc_4,CIS_ACONITATE_c_gc_4 + WATER_c_gc_4 <=> THREO_DS_ISO_CITRATE_c_gc_4,c_gc_4,0.0004933878631336766,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PROTONATP_rev_vc_me_1,PROTONATP_rev_vc_me_1,0.65 ATP_c_me_1 + 1.45 PROTON_c_me_1 + WATER_c_me_1 + 0.35 aATP_c_me_1 --> 0.5 ADP_c_me_1 + 2.0 PROTON_v_me_1 + 0.7 Pi_c_me_1 + 0.5 aADP_c_me_1 + 0.3 aPi_c_me_1,vc_me_1,1.3166265550495004,NA,NA,1.3205152463592433,NA,NA,1.3166265550498835,NA,NA,1.320498200726144,NA,NA
PROTONATP_rev_vc_me_2,PROTONATP_rev_vc_me_2,0.65 ATP_c_me_2 + 1.45 PROTON_c_me_2 + WATER_c_me_2 + 0.35 aATP_c_me_2 --> 0.5 ADP_c_me_2 + 2.0 PROTON_v_me_2 + 0.7 Pi_c_me_2 + 0.5 aADP_c_me_2 + 0.3 aPi_c_me_2,vc_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PROTONATP_rev_vc_me_3,PROTONATP_rev_vc_me_3,0.65 ATP_c_me_3 + 1.45 PROTON_c_me_3 + WATER_c_me_3 + 0.35 aATP_c_me_3 --> 0.5 ADP_c_me_3 + 2.0 PROTON_v_me_3 + 0.7 Pi_c_me_3 + 0.5 aADP_c_me_3 + 0.3 aPi_c_me_3,vc_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PROTONATP_rev_vc_me_4,PROTONATP_rev_vc_me_4,0.65 ATP_c_me_4 + 1.45 PROTON_c_me_4 + WATER_c_me_4 + 0.35 aATP_c_me_4 --> 0.5 ADP_c_me_4 + 2.0 PROTON_v_me_4 + 0.7 Pi_c_me_4 + 0.5 aADP_c_me_4 + 0.3 aPi_c_me_4,vc_me_4,1.5491162619856795,NA,NA,1.5487931569978444,NA,NA,1.5491162619848708,NA,NA,1.5487729144660827,NA,NA
PROTONATP_rev_vc_gc_1,PROTONATP_rev_vc_gc_1,0.65 ATP_c_gc_1 + 1.45 PROTON_c_gc_1 + WATER_c_gc_1 + 0.35 aATP_c_gc_1 --> 0.5 ADP_c_gc_1 + 2.0 PROTON_v_gc_1 + 0.7 Pi_c_gc_1 + 0.5 aADP_c_gc_1 + 0.3 aPi_c_gc_1,vc_gc_1,1.7488322429883773e-15,NA,NA,-3.2346557965337166e-19,NA,NA,1.2660005256943986e-10,NA,NA,-2.5796044438640446e-19,NA,NA
PROTONATP_rev_vc_gc_2,PROTONATP_rev_vc_gc_2,0.65 ATP_c_gc_2 + 1.45 PROTON_c_gc_2 + WATER_c_gc_2 + 0.35 aATP_c_gc_2 --> 0.5 ADP_c_gc_2 + 2.0 PROTON_v_gc_2 + 0.7 Pi_c_gc_2 + 0.5 aADP_c_gc_2 + 0.3 aPi_c_gc_2,vc_gc_2,0.0,NA,NA,1.0820494948574821,NA,NA,0.0,NA,NA,1.0250155905888036,NA,NA
PROTONATP_rev_vc_gc_3,PROTONATP_rev_vc_gc_3,0.65 ATP_c_gc_3 + 1.45 PROTON_c_gc_3 + WATER_c_gc_3 + 0.35 aATP_c_gc_3 --> 0.5 ADP_c_gc_3 + 2.0 PROTON_v_gc_3 + 0.7 Pi_c_gc_3 + 0.5 aADP_c_gc_3 + 0.3 aPi_c_gc_3,vc_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PROTONATP_rev_vc_gc_4,PROTONATP_rev_vc_gc_4,0.65 ATP_c_gc_4 + 1.45 PROTON_c_gc_4 + WATER_c_gc_4 + 0.35 aATP_c_gc_4 --> 0.5 ADP_c_gc_4 + 2.0 PROTON_v_gc_4 + 0.7 Pi_c_gc_4 + 0.5 aADP_c_gc_4 + 0.3 aPi_c_gc_4,vc_gc_4,0.0,NA,NA,-2.5791866766658785e-16,NA,NA,8.438502830555225e-11,NA,NA,2.4878504623808787e-11,NA,NA
MALTODEXGLUCOSID_RXN_p_me_1,MALTODEXGLUCOSID-RXN:NIL_me_1,STARCH_p_me_1 + WATER_p_me_1 --> GLC_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_me_2,MALTODEXGLUCOSID-RXN:NIL_me_2,STARCH_p_me_2 + WATER_p_me_2 --> GLC_p_me_2,p_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_me_3,MALTODEXGLUCOSID-RXN:NIL_me_3,STARCH_p_me_3 + WATER_p_me_3 --> GLC_p_me_3,p_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_me_4,MALTODEXGLUCOSID-RXN:NIL_me_4,STARCH_p_me_4 + WATER_p_me_4 --> GLC_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_gc_1,MALTODEXGLUCOSID-RXN:NIL_gc_1,STARCH_p_gc_1 + WATER_p_gc_1 --> GLC_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_gc_2,MALTODEXGLUCOSID-RXN:NIL_gc_2,STARCH_p_gc_2 + WATER_p_gc_2 --> GLC_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_gc_3,MALTODEXGLUCOSID-RXN:NIL_gc_3,STARCH_p_gc_3 + WATER_p_gc_3 --> GLC_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
MALTODEXGLUCOSID_RXN_p_gc_4,MALTODEXGLUCOSID-RXN:NIL_gc_4,STARCH_p_gc_4 + WATER_p_gc_4 --> GLC_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PGLYCDEHYDROG_RXN_p_me_1,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_me_1,G3P_p_me_1 + NAD_p_me_1 <=> 3_P_HYDROXYPYRUVATE_p_me_1 + NADH_p_me_1 + PROTON_p_me_1,p_me_1,0.01210791820634971,NA,NA,0.012105212278435386,NA,NA,0.012107918206351789,NA,NA,0.01210504275201555,NA,NA
PGLYCDEHYDROG_RXN_p_me_2,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_me_2,G3P_p_me_2 + NAD_p_me_2 <=> 3_P_HYDROXYPYRUVATE_p_me_2 + NADH_p_me_2 + PROTON_p_me_2,p_me_2,0.07799751652188298,NA,NA,0.07798008531261255,NA,NA,0.07799751652203527,NA,NA,0.07797899324711854,NA,NA
PGLYCDEHYDROG_RXN_p_me_3,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_me_3,G3P_p_me_3 + NAD_p_me_3 <=> 3_P_HYDROXYPYRUVATE_p_me_3 + NADH_p_me_3 + PROTON_p_me_3,p_me_3,0.05383881396951494,NA,NA,0.05382678184747536,NA,NA,0.05383881396931029,NA,NA,0.05382602803484264,NA,NA
PGLYCDEHYDROG_RXN_p_me_4,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_me_4,G3P_p_me_4 + NAD_p_me_4 <=> 3_P_HYDROXYPYRUVATE_p_me_4 + NADH_p_me_4 + PROTON_p_me_4,p_me_4,0.01073130831965243,NA,NA,0.010728910042242707,NA,NA,0.010731308319749926,NA,NA,0.010728759790130922,NA,NA
PGLYCDEHYDROG_RXN_p_gc_1,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_gc_1,G3P_p_gc_1 + NAD_p_gc_1 <=> 3_P_HYDROXYPYRUVATE_p_gc_1 + NADH_p_gc_1 + PROTON_p_gc_1,p_gc_1,2.7842482441092864e-19,NA,NA,-3.0504534799825645e-19,NA,NA,-8.43455759519894e-11,NA,NA,-1.0094104345554956e-19,NA,NA
PGLYCDEHYDROG_RXN_p_gc_2,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_gc_2,G3P_p_gc_2 + NAD_p_gc_2 <=> 3_P_HYDROXYPYRUVATE_p_gc_2 + NADH_p_gc_2 + PROTON_p_gc_2,p_gc_2,-6.463344711550444e-32,NA,NA,0.021453039393667647,NA,NA,0.0,NA,NA,0.02145304019972936,NA,NA
PGLYCDEHYDROG_RXN_p_gc_3,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_gc_3,G3P_p_gc_3 + NAD_p_gc_3 <=> 3_P_HYDROXYPYRUVATE_p_gc_3 + NADH_p_gc_3 + PROTON_p_gc_3,p_gc_3,1.7313934303631155e-15,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
PGLYCDEHYDROG_RXN_p_gc_4,PGLYCDEHYDROG-RXN:Phosphoglycerate dehydrogenase_gc_4,G3P_p_gc_4 + NAD_p_gc_4 <=> 3_P_HYDROXYPYRUVATE_p_gc_4 + NADH_p_gc_4 + PROTON_p_gc_4,p_gc_4,-2.144210067147781e-15,NA,NA,2.1444523431085308e-15,NA,NA,-3.560233130100935e-14,NA,NA,-1.3434392775807176e-10,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_me_1,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_me_1,2_ACETO_2_HYDROXY_BUTYRATE_p_me_1 + NADPH_p_me_1 + PROTON_p_me_1 --> 1_KETO_2_METHYLVALERATE_p_me_1 + NADP_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_me_2,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_me_2,2_ACETO_2_HYDROXY_BUTYRATE_p_me_2 + NADPH_p_me_2 + PROTON_p_me_2 --> 1_KETO_2_METHYLVALERATE_p_me_2 + NADP_p_me_2,p_me_2,0.13008973134271293,NA,NA,0.13006065834856995,NA,NA,0.13008973134272053,NA,NA,0.1300588369250982,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_me_3,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_me_3,2_ACETO_2_HYDROXY_BUTYRATE_p_me_3 + NADPH_p_me_3 + PROTON_p_me_3 --> 1_KETO_2_METHYLVALERATE_p_me_3 + NADP_p_me_3,p_me_3,0.01445441459363598,NA,NA,0.01445118426095224,NA,NA,0.014454414593635645,NA,NA,0.01445098188056649,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_me_4,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_me_4,2_ACETO_2_HYDROXY_BUTYRATE_p_me_4 + NADPH_p_me_4 + PROTON_p_me_4 --> 1_KETO_2_METHYLVALERATE_p_me_4 + NADP_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_gc_1,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_gc_1,2_ACETO_2_HYDROXY_BUTYRATE_p_gc_1 + NADPH_p_gc_1 + PROTON_p_gc_1 --> 1_KETO_2_METHYLVALERATE_p_gc_1 + NADP_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,-4.8456331331016083e-14,NA,NA,0.0,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_gc_2,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_gc_2,2_ACETO_2_HYDROXY_BUTYRATE_p_gc_2 + NADPH_p_gc_2 + PROTON_p_gc_2 --> 1_KETO_2_METHYLVALERATE_p_gc_2 + NADP_p_gc_2,p_gc_2,6.330421495949692e-16,NA,NA,0.0,NA,NA,1.1862705348323318e-32,NA,NA,0.0,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_gc_3,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_gc_3,2_ACETO_2_HYDROXY_BUTYRATE_p_gc_3 + NADPH_p_gc_3 + PROTON_p_gc_3 --> 1_KETO_2_METHYLVALERATE_p_gc_3 + NADP_p_gc_3,p_gc_3,-1.7968511691903487e-16,NA,NA,2.5893028162364466e-16,NA,NA,4.403166901738443e-11,NA,NA,-1.2712324002667874e-18,NA,NA
ACETOOHBUTREDUCTOISOM_RXN_p_gc_4,ACETOOHBUTREDUCTOISOM-RXN:Ketol-acid reductoisomerase_gc_4,2_ACETO_2_HYDROXY_BUTYRATE_p_gc_4 + NADPH_p_gc_4 + PROTON_p_gc_4 --> 1_KETO_2_METHYLVALERATE_p_gc_4 + NADP_p_gc_4,p_gc_4,8.732905460164851e-16,NA,NA,0.0,NA,NA,-8.434557595198933e-11,NA,NA,0.0,NA,NA
THR_PROTON_rev_vc_me_1,THR_PROTON_rev_vc_me_1,PROTON_v_me_1 + THR_v_me_1 --> PROTON_c_me_1 + THR_c_me_1,vc_me_1,0.019053546019641456,NA,NA,0.01904928785394106,NA,NA,0.019053546019641456,NA,NA,0.01904902107980307,NA,NA
THR_PROTON_rev_vc_me_2,THR_PROTON_rev_vc_me_2,PROTON_v_me_2 + THR_v_me_2 --> PROTON_c_me_2 + THR_c_me_2,vc_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
THR_PROTON_rev_vc_me_3,THR_PROTON_rev_vc_me_3,PROTON_v_me_3 + THR_v_me_3 --> PROTON_c_me_3 + THR_c_me_3,vc_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
THR_PROTON_rev_vc_me_4,THR_PROTON_rev_vc_me_4,PROTON_v_me_4 + THR_v_me_4 --> PROTON_c_me_4 + THR_c_me_4,vc_me_4,0.01905354601964146,NA,NA,0.01904928785394106,NA,NA,0.019053546019641456,NA,NA,0.01904902107980307,NA,NA
THR_PROTON_rev_vc_gc_1,THR_PROTON_rev_vc_gc_1,PROTON_v_gc_1 + THR_v_gc_1 --> PROTON_c_gc_1 + THR_c_gc_1,vc_gc_1,-2.784248244109287e-19,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
THR_PROTON_rev_vc_gc_2,THR_PROTON_rev_vc_gc_2,PROTON_v_gc_2 + THR_v_gc_2 --> PROTON_c_gc_2 + THR_c_gc_2,vc_gc_2,0.0,NA,NA,0.0,NA,NA,1.1862705348323314e-32,NA,NA,0.0,NA,NA
THR_PROTON_rev_vc_gc_3,THR_PROTON_rev_vc_gc_3,PROTON_v_gc_3 + THR_v_gc_3 --> PROTON_c_gc_3 + THR_c_gc_3,vc_gc_3,0.0,NA,NA,0.0,NA,NA,4.403166901738443e-11,NA,NA,-2.3364160879806643e-11,NA,NA
THR_PROTON_rev_vc_gc_4,THR_PROTON_rev_vc_gc_4,PROTON_v_gc_4 + THR_v_gc_4 --> PROTON_c_gc_4 + THR_c_gc_4,vc_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACSERLY_RXN_p_me_1,ACSERLY-RXN:Cysteine synthase_me_1,ACETYLSERINE_p_me_1 + HS_p_me_1 --> ACET_p_me_1 + CYS_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACSERLY_RXN_p_me_2,ACSERLY-RXN:Cysteine synthase_me_2,ACETYLSERINE_p_me_2 + HS_p_me_2 --> ACET_p_me_2 + CYS_p_me_2,p_me_2,0.003472813491902912,NA,NA,0.003472037373183522,NA,NA,0.003472813492055162,NA,NA,0.0034719887493345884,NA,NA
ACSERLY_RXN_p_me_3,ACSERLY-RXN:Cysteine synthase_me_3,ACETYLSERINE_p_me_3 + HS_p_me_3 --> ACET_p_me_3 + CYS_p_me_3,p_me_3,0.004680748619521313,NA,NA,0.0046797025463544955,NA,NA,0.004680748619521292,NA,NA,0.004679637009830366,NA,NA
ACSERLY_RXN_p_me_4,ACSERLY-RXN:Cysteine synthase_me_4,ACETYLSERINE_p_me_4 + HS_p_me_4 --> ACET_p_me_4 + CYS_p_me_4,p_me_4,2.6284061394068647e-18,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACSERLY_RXN_p_gc_1,ACSERLY-RXN:Cysteine synthase_gc_1,ACETYLSERINE_p_gc_1 + HS_p_gc_1 --> ACET_p_gc_1 + CYS_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACSERLY_RXN_p_gc_2,ACSERLY-RXN:Cysteine synthase_gc_2,ACETYLSERINE_p_gc_2 + HS_p_gc_2 --> ACET_p_gc_2 + CYS_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ACSERLY_RXN_p_gc_3,ACSERLY-RXN:Cysteine synthase_gc_3,ACETYLSERINE_p_gc_3 + HS_p_gc_3 --> ACET_p_gc_3 + CYS_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,-2.3364161623972116e-11,NA,NA
