,fba1,upb1,lob1
Phytol_biosynthesis_p_me_2,0.0,9715.0,0.0
Phytol_biosynthesis_p_me_3,0.0,9715.0,0.0
Phytol_biosynthesis_p_me_4,0.0,9715.0,0.0
Phytol_biosynthesis_p_gc_1,0.0,9715.0,0.0
Phytol_biosynthesis_p_gc_2,0.0,9715.0,0.0
Phytol_biosynthesis_p_gc_3,0.0,9715.0,0.0
Phytol_biosynthesis_p_gc_4,0.0,9715.0,0.0
GDPREDUCT_RXN_p_me_1,0.0,9715.0,0.0
GDPREDUCT_RXN_p_me_2,0.0,9715.0,0.0
GDPREDUCT_RXN_p_me_3,0.0,9715.0,0.0
GDPREDUCT_RXN_p_me_4,0.0,9715.0,0.0
GDPREDUCT_RXN_p_gc_1,0.0,9715.0,0.0
GDPREDUCT_RXN_p_gc_2,0.0,9715.0,0.0
GDPREDUCT_RXN_p_gc_3,0.0,9715.0,0.0
GDPREDUCT_RXN_p_gc_4,0.0,9715.0,0.0
HISTCYCLOHYD_RXN_p_me_1,0.0011573673419257085,9715.0,0.0
HISTCYCLOHYD_RXN_p_me_2,0.0034721020259055784,9715.0,0.0
HISTCYCLOHYD_RXN_p_me_3,0.0034721020257771247,9715.0,0.0
HISTCYCLOHYD_RXN_p_me_4,0.0011573673419257087,9715.0,0.0
HISTCYCLOHYD_RXN_p_gc_1,1.2814444363476142e-18,9715.0,0.0
HISTCYCLOHYD_RXN_p_gc_2,0.0,9715.0,0.0
HISTCYCLOHYD_RXN_p_gc_3,-2.5409401880517206e-12,9715.0,0.0
HISTCYCLOHYD_RXN_p_gc_4,4.870134078988041e-12,9715.0,0.0
RXN_7677_p_me_1,0.0,9715.0,0.0
RXN_7677_p_me_2,0.0,9715.0,0.0
RXN_7677_p_me_3,0.0,9715.0,0.0
RXN_7677_p_me_4,0.0,9715.0,0.0
RXN_7677_p_gc_1,0.0,9715.0,0.0
RXN_7677_p_gc_2,0.0,9715.0,0.0
RXN_7677_p_gc_3,0.0,9715.0,0.0
RXN_7677_p_gc_4,0.0,9715.0,0.0
HIS_CITRULLINE_mc_me_1,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_me_2,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_me_3,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_me_4,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_gc_1,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_gc_2,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_gc_3,0.0,9715.0,-1000.0
HIS_CITRULLINE_mc_gc_4,0.0,9715.0,-1000.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_me_1,0.0,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_me_2,0.13006308020312435,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_me_3,0.014451453355902791,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_me_4,0.0,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_gc_1,0.0,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_gc_2,0.0,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_gc_3,0.0,9715.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_gc_4,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_me_1,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_me_2,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_me_3,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_me_4,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_gc_1,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_gc_2,0.0,9715.0,0.0
S_ADENMETSYN_RXN_c_gc_3,3.850757155791362e-17,9715.0,0.0
S_ADENMETSYN_RXN_c_gc_4,0.0,9715.0,0.0
SUCCCOASYN_RXN_m_me_1,0.5554900401687367,9715.0,0.0
SUCCCOASYN_RXN_m_me_2,0.0,9715.0,0.0
SUCCCOASYN_RXN_m_me_3,0.0,9715.0,0.0
SUCCCOASYN_RXN_m_me_4,0.3923621496946834,9715.0,0.0
SUCCCOASYN_RXN_m_gc_1,0.0007855006492421434,9715.0,0.0
SUCCCOASYN_RXN_m_gc_2,0.09389373852635478,9715.0,0.0
SUCCCOASYN_RXN_m_gc_3,0.0,9715.0,0.0
SUCCCOASYN_RXN_m_gc_4,0.0008150411902258574,9715.0,0.0
RXN_11832_m_me_1,0.0,9715.0,0.0
RXN_11832_m_me_2,0.0,9715.0,0.0
RXN_11832_m_me_3,0.0,9715.0,0.0
RXN_11832_m_me_4,0.0,9715.0,0.0
RXN_11832_m_gc_1,0.0,9715.0,0.0
RXN_11832_m_gc_2,0.0,9715.0,0.0
RXN_11832_m_gc_3,0.0,9715.0,0.0
RXN_11832_m_gc_4,0.0,9715.0,0.0
F16BDEPHOS_RXN_c_me_1,0.0,9715.0,0.0
F16BDEPHOS_RXN_c_me_2,8.204221696075454,9715.0,0.0
F16BDEPHOS_RXN_c_me_3,18.130818667922536,9715.0,0.0
F16BDEPHOS_RXN_c_me_4,0.0,9715.0,0.0
F16BDEPHOS_RXN_c_gc_1,0.0,9715.0,0.0
F16BDEPHOS_RXN_c_gc_2,0.0,9715.0,0.0
F16BDEPHOS_RXN_c_gc_3,0.010010539800384114,9715.0,0.0
F16BDEPHOS_RXN_c_gc_4,0.0,9715.0,0.0
LEU_PROTON_rev_vc_me_1,0.0,9715.0,0.0
LEU_PROTON_rev_vc_me_2,0.013606887550002209,9715.0,0.0
LEU_PROTON_rev_vc_me_3,0.012399199888862338,9715.0,0.0
LEU_PROTON_rev_vc_me_4,0.0,9715.0,0.0
LEU_PROTON_rev_vc_gc_1,0.0,9715.0,0.0
LEU_PROTON_rev_vc_gc_2,0.0,9715.0,0.0
LEU_PROTON_rev_vc_gc_3,0.0,9715.0,0.0
LEU_PROTON_rev_vc_gc_4,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_me_1,-5.636579519973417e-17,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_me_2,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_me_3,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_me_4,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_gc_1,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_gc_2,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_gc_3,0.0,9715.0,0.0
ALLYSINE_DEHYDROG_RXN_c_gc_4,0.0,9715.0,0.0
Mehler_Reaction_p_me_1,0.0,9715.0,0.0
Mehler_Reaction_p_me_2,0.0,9715.0,0.0
Mehler_Reaction_p_me_3,0.0,9715.0,0.0
Mehler_Reaction_p_me_4,0.0,9715.0,0.0
Mehler_Reaction_p_gc_1,0.0,9715.0,0.0
Mehler_Reaction_p_gc_2,0.0,9715.0,0.0
Mehler_Reaction_p_gc_3,0.0,9715.0,0.0
Mehler_Reaction_p_gc_4,0.0,9715.0,0.0
UREA_mc_me_1,0.0,9715.0,-1000.0
UREA_mc_me_2,0.0,9715.0,-1000.0
UREA_mc_me_3,0.0,9715.0,-1000.0
UREA_mc_me_4,0.0,9715.0,-1000.0
UREA_mc_gc_1,0.0,9715.0,-1000.0
UREA_mc_gc_2,-8.428595851882727e-16,9715.0,-1000.0
UREA_mc_gc_3,0.0,9715.0,-1000.0
UREA_mc_gc_4,3.994341505766811e-12,9715.0,-1000.0
Ca_ec_me_1,0.0,9715.0,0.0
Ca_ec_me_2,0.0,9715.0,0.0
Ca_ec_me_3,0.0,9715.0,0.0
Ca_ec_me_4,0.0,9715.0,0.0
Ca_ec_gc_1,0.0,9715.0,0.0
Ca_ec_gc_2,0.0,9715.0,0.0
Ca_ec_gc_3,0.0,9715.0,0.0
Ca_ec_gc_4,0.0,9715.0,0.0
RXN_11832_p_me_1,0.0,9715.0,0.0
RXN_11832_p_me_2,0.0,9715.0,0.0
RXN_11832_p_me_3,0.0,9715.0,0.0
RXN_11832_p_me_4,0.0,9715.0,0.0
RXN_11832_p_gc_1,0.0,9715.0,0.0
RXN_11832_p_gc_2,0.0,9715.0,0.0
RXN_11832_p_gc_3,0.0,9715.0,0.0
RXN_11832_p_gc_4,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_me_1,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_me_2,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_me_3,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_me_4,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_gc_1,-1.3355813457224358e-17,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_gc_2,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_gc_3,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_p_gc_4,1.7698758033407862e-11,9715.0,0.0
LEU_mc_me_1,-5.636579519973419e-17,9715.0,-1000.0
LEU_mc_me_2,-1.8113231769752885e-18,9715.0,-1000.0
LEU_mc_me_3,0.0,9715.0,-1000.0
LEU_mc_me_4,-5.947938656083175e-17,9715.0,-1000.0
LEU_mc_gc_1,0.0,9715.0,-1000.0
LEU_mc_gc_2,0.0,9715.0,-1000.0
LEU_mc_gc_3,0.0,9715.0,-1000.0
LEU_mc_gc_4,0.0,9715.0,-1000.0
RXN_9516_p_me_1,0.0,9715.0,0.0
RXN_9516_p_me_2,0.0,9715.0,0.0
RXN_9516_p_me_3,0.0,9715.0,0.0
RXN_9516_p_me_4,0.0,9715.0,0.0
RXN_9516_p_gc_1,0.0,9715.0,0.0
RXN_9516_p_gc_2,0.0,9715.0,0.0
RXN_9516_p_gc_3,0.0,9715.0,0.0
RXN_9516_p_gc_4,0.0,9715.0,0.0
F16BDEPHOS_RXN_p_me_1,0.0,9715.0,0.0
F16BDEPHOS_RXN_p_me_2,45.53022461818861,9715.0,0.0
F16BDEPHOS_RXN_p_me_3,38.561212940822415,9715.0,0.0
F16BDEPHOS_RXN_p_me_4,0.0,9715.0,0.0
F16BDEPHOS_RXN_p_gc_1,0.0,9715.0,0.0
F16BDEPHOS_RXN_p_gc_2,0.0,9715.0,0.0
F16BDEPHOS_RXN_p_gc_3,0.02293643116789564,9715.0,0.0
F16BDEPHOS_RXN_p_gc_4,0.0,9715.0,0.0
sASP_biomass_me_1,0.0,0.0,-1000.0
sASP_biomass_me_2,0.0,0.0,-1000.0
sASP_biomass_me_3,0.0,0.0,-1000.0
sASP_biomass_me_4,0.0,0.0,-1000.0
sASP_biomass_gc_1,0.0,0.0,-1000.0
sASP_biomass_gc_2,0.0,0.0,-1000.0
sASP_biomass_gc_3,0.0,0.0,-1000.0
sASP_biomass_gc_4,0.0,0.0,-1000.0
HOMOCYSMETB12_RXN_c_me_1,0.0,9715.0,0.0
HOMOCYSMETB12_RXN_c_me_2,0.0034721020257771247,9715.0,0.0
HOMOCYSMETB12_RXN_c_me_3,0.004679789686916992,9715.0,0.0
HOMOCYSMETB12_RXN_c_me_4,0.0,9715.0,0.0
HOMOCYSMETB12_RXN_c_gc_1,0.0,9715.0,0.0
HOMOCYSMETB12_RXN_c_gc_2,0.0,9715.0,0.0
HOMOCYSMETB12_RXN_c_gc_3,4.082624946710505e-12,9715.0,0.0
HOMOCYSMETB12_RXN_c_gc_4,-7.824957341683e-12,9715.0,0.0
Plastidial_ATP_Synthase_p_me_1,0.0,9715.0,0.0
Plastidial_ATP_Synthase_p_me_2,107.14285714285715,9715.0,0.0
Plastidial_ATP_Synthase_p_me_3,107.14285714285718,9715.0,0.0
Plastidial_ATP_Synthase_p_me_4,0.0,9715.0,0.0
Plastidial_ATP_Synthase_p_gc_1,0.0,9715.0,0.0
Plastidial_ATP_Synthase_p_gc_2,0.05142857142857143,9715.0,0.0
Plastidial_ATP_Synthase_p_gc_3,0.05142857142857143,9715.0,0.0
Plastidial_ATP_Synthase_p_gc_4,0.0,9715.0,0.0
RXN_6384_x_me_1,-5.636579519973417e-17,9715.0,0.0
RXN_6384_x_me_2,-5.813012436470944e-18,9715.0,0.0
RXN_6384_x_me_3,0.0,9715.0,0.0
RXN_6384_x_me_4,-5.947938656083175e-17,9715.0,0.0
RXN_6384_x_gc_1,0.0,9715.0,0.0
RXN_6384_x_gc_2,0.0,9715.0,0.0
RXN_6384_x_gc_3,0.0,9715.0,0.0
RXN_6384_x_gc_4,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_me_1,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_me_2,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_me_3,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_me_4,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_gc_1,1.72001467662672e-17,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_gc_2,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_gc_3,0.0,9715.0,0.0
1_PERIOD_2_PERIOD_1_PERIOD_2_RXN_m_gc_4,-1.7698758033407862e-11,9715.0,0.0
NH3_pc_me_1,0.0,9715.0,-1000.0
NH3_pc_me_2,0.212173605319143,9715.0,-1000.0
NH3_pc_me_3,0.6040886855333536,9715.0,-1000.0
NH3_pc_me_4,0.0,9715.0,-1000.0
NH3_pc_gc_1,0.0,9715.0,-1000.0
NH3_pc_gc_2,0.0,9715.0,-1000.0
NH3_pc_gc_3,1.9986573289010936e-12,9715.0,-1000.0
NH3_pc_gc_4,-7.824957341683e-12,9715.0,-1000.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_me_1,0.0,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_me_2,0.35621893657418247,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_me_3,0.11455081716699667,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_me_4,0.0,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_gc_1,0.0,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_gc_2,0.0,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_gc_3,0.0,9715.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_gc_4,0.0,9715.0,0.0
CPD_14927_pc_me_1,0.0,9715.0,-1000.0
CPD_14927_pc_me_2,0.0,9715.0,-1000.0
CPD_14927_pc_me_3,0.0,9715.0,-1000.0
CPD_14927_pc_me_4,0.0,9715.0,-1000.0
CPD_14927_pc_gc_1,0.0,9715.0,-1000.0
CPD_14927_pc_gc_2,0.0,9715.0,-1000.0
CPD_14927_pc_gc_3,0.0,9715.0,-1000.0
CPD_14927_pc_gc_4,0.0,9715.0,-1000.0
RXN_1461_v_me_1,0.0,9715.0,0.0
RXN_1461_v_me_2,0.0,9715.0,0.0
RXN_1461_v_me_3,0.0,9715.0,0.0
RXN_1461_v_me_4,0.0,9715.0,0.0
RXN_1461_v_gc_1,0.0,9715.0,0.0
RXN_1461_v_gc_2,0.25648615386258533,9715.0,0.0
RXN_1461_v_gc_3,0.0,9715.0,0.0
RXN_1461_v_gc_4,0.0,9715.0,0.0
ATP_ADP_Pi_pc_me_1,0.0,9715.0,-1000.0
ATP_ADP_Pi_pc_me_2,-11.020927931644437,9715.0,-1000.0
ATP_ADP_Pi_pc_me_3,-21.320107312733498,9715.0,-1000.0
ATP_ADP_Pi_pc_me_4,0.0,9715.0,-1000.0
ATP_ADP_Pi_pc_gc_1,8.638070942107476e-18,9715.0,-1000.0
ATP_ADP_Pi_pc_gc_2,0.15428571428326066,9715.0,-1000.0
ATP_ADP_Pi_pc_gc_3,-0.03697459624261578,9715.0,-1000.0
ATP_ADP_Pi_pc_gc_4,-4.870126350094737e-12,9715.0,-1000.0
NADH_KINASE_RXN_c_me_1,0.0,9715.0,0.0
NADH_KINASE_RXN_c_me_2,0.0,9715.0,0.0
NADH_KINASE_RXN_c_me_3,-1.6023139480499106e-17,9715.0,0.0
NADH_KINASE_RXN_c_me_4,0.0,9715.0,0.0
NADH_KINASE_RXN_c_gc_1,0.0,9715.0,0.0
NADH_KINASE_RXN_c_gc_2,0.0,9715.0,0.0
NADH_KINASE_RXN_c_gc_3,0.0,9715.0,0.0
NADH_KINASE_RXN_c_gc_4,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_me_1,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_me_2,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_me_3,4.777702926164477e-19,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_me_4,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_gc_1,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_gc_2,0.0,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_gc_3,-6.738825022662389e-17,9715.0,0.0
ACETYL_COA_CARBOXYLTRANSFER_RXN_p_gc_4,0.0,9715.0,0.0
PHOSPHOGLUCMUT_RXN_p_me_1,0.0,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_me_2,-1.920246091542445e-16,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_me_3,-0.3998425732407444,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_me_4,0.0,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_gc_1,0.0,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_gc_2,0.0,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_gc_3,-0.030822421403253444,9715.0,-1000.0
PHOSPHOGLUCMUT_RXN_p_gc_4,0.0,9715.0,-1000.0
RXN_9549_p_me_1,0.0,9715.0,0.0
RXN_9549_p_me_2,5.33702290582288e-18,9715.0,0.0
RXN_9549_p_me_3,0.0,9715.0,0.0
RXN_9549_p_me_4,0.0,9715.0,0.0
RXN_9549_p_gc_1,0.0,9715.0,0.0
RXN_9549_p_gc_2,0.0,9715.0,0.0
RXN_9549_p_gc_3,-9.6268928895177e-18,9715.0,0.0
RXN_9549_p_gc_4,0.0,9715.0,0.0
2_METHYL_ACETO_ACETYL_COA_mc_me_1,0.0,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_me_2,2.8381809251599852e-18,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_me_3,-4.4621446241366574e-17,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_me_4,0.0,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_gc_1,0.0,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_gc_2,0.0,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_gc_3,0.0,9715.0,-1000.0
2_METHYL_ACETO_ACETYL_COA_mc_gc_4,0.0,9715.0,-1000.0
ISOCIT_CLEAV_RXN_x_me_1,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_me_2,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_me_3,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_me_4,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_gc_1,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_gc_2,0.0,9715.0,0.0
ISOCIT_CLEAV_RXN_x_gc_3,-2.0840043869097425e-12,9715.0,0.0
ISOCIT_CLEAV_RXN_x_gc_4,0.0,9715.0,0.0
LEU_pc_me_1,0.005692996525259834,9715.0,-1000.0
LEU_pc_me_2,0.0034721020257771286,9715.0,-1000.0
LEU_pc_me_3,0.004679789686916994,9715.0,-1000.0
LEU_pc_me_4,0.030592036941412902,9715.0,-1000.0
LEU_pc_gc_1,0.0,9715.0,-1000.0
LEU_pc_gc_2,0.0,9715.0,-1000.0
LEU_pc_gc_3,0.0,9715.0,-1000.0
LEU_pc_gc_4,0.0,9715.0,-1000.0
RXN_1461_c_me_1,0.0,9715.0,0.0
RXN_1461_c_me_2,0.5747736990335712,9715.0,0.0
RXN_1461_c_me_3,0.5482109164248754,9715.0,0.0
RXN_1461_c_me_4,0.0,9715.0,0.0
RXN_1461_c_gc_1,0.0,9715.0,0.0
RXN_1461_c_gc_2,0.0,9715.0,0.0
RXN_1461_c_gc_3,0.0,9715.0,0.0
RXN_1461_c_gc_4,0.0,9715.0,0.0
MAL_SUC_mc_me_1,0.0,9715.0,-1000.0
MAL_SUC_mc_me_2,0.0,9715.0,-1000.0
MAL_SUC_mc_me_3,0.0,9715.0,-1000.0
MAL_SUC_mc_me_4,0.0,9715.0,-1000.0
MAL_SUC_mc_gc_1,0.0,9715.0,-1000.0
MAL_SUC_mc_gc_2,0.0,9715.0,-1000.0
MAL_SUC_mc_gc_3,0.0,9715.0,-1000.0
MAL_SUC_mc_gc_4,0.0,9715.0,-1000.0
PEPDEPHOS_RXN_c_me_1,1.1366785869632283,9715.0,0.0
PEPDEPHOS_RXN_c_me_2,0.0,9715.0,0.0
PEPDEPHOS_RXN_c_me_3,0.0,9715.0,0.0
PEPDEPHOS_RXN_c_me_4,1.195015788976697,9715.0,0.0
PEPDEPHOS_RXN_c_gc_1,0.00032087754854228366,9715.0,0.0
PEPDEPHOS_RXN_c_gc_2,0.10559832589324285,9715.0,0.0
PEPDEPHOS_RXN_c_gc_3,0.0,9715.0,0.0
PEPDEPHOS_RXN_c_gc_4,0.0003042820239242307,9715.0,0.0
PEPDEPHOS_RXN_p_me_1,0.0,9715.0,0.0
PEPDEPHOS_RXN_p_me_2,1.4827379263753406,9715.0,0.0
PEPDEPHOS_RXN_p_me_3,0.11665365908866233,9715.0,0.0
PEPDEPHOS_RXN_p_me_4,0.023491431016042535,9715.0,0.0
PEPDEPHOS_RXN_p_gc_1,0.0,9715.0,0.0
PEPDEPHOS_RXN_p_gc_2,0.0,9715.0,0.0
PEPDEPHOS_RXN_p_gc_3,0.0,9715.0,0.0
PEPDEPHOS_RXN_p_gc_4,0.0,9715.0,0.0
LEU_PROTON_vc_me_1,0.0,9715.0,0.0
LEU_PROTON_vc_me_2,0.0,9715.0,0.0
LEU_PROTON_vc_me_3,0.0,9715.0,0.0
LEU_PROTON_vc_me_4,0.02489904041615306,9715.0,0.0
LEU_PROTON_vc_gc_1,0.0,9715.0,0.0
LEU_PROTON_vc_gc_2,0.0,9715.0,0.0
LEU_PROTON_vc_gc_3,0.0,9715.0,0.0
LEU_PROTON_vc_gc_4,0.0,9715.0,0.0
RXN_1781_v_me_1,0.0,9715.0,0.0
RXN_1781_v_me_2,0.0,9715.0,0.0
RXN_1781_v_me_3,0.0,9715.0,0.0
RXN_1781_v_me_4,0.0,9715.0,0.0
RXN_1781_v_gc_1,0.0,9715.0,0.0
RXN_1781_v_gc_2,0.0,9715.0,0.0
RXN_1781_v_gc_3,0.0,9715.0,0.0
RXN_1781_v_gc_4,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_me_1,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_me_2,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_me_3,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_me_4,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_gc_1,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_gc_2,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_gc_3,0.0,9715.0,0.0
THREONINE_TRNA_LIGASE_RXN_c_gc_4,0.0,9715.0,0.0
3_HYDROXY_PROPIONATE_mc_me_1,5.636579519973417e-17,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_me_2,5.813012436470946e-18,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_me_3,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_me_4,5.947938656083175e-17,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_gc_1,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_gc_2,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_gc_3,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_mc_gc_4,0.0,9715.0,-1000.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_me_1,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_me_2,-2.8381809251599837e-18,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_me_3,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_me_4,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_gc_1,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_gc_2,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_gc_3,0.0,9715.0,0.0
2_METHYLACYL_COA_DEHYDROGENASE_RXN_m_gc_4,0.0,9715.0,0.0
6PGLUCONOLACT_RXN_p_me_1,0.3128736149966859,9715.0,0.0
6PGLUCONOLACT_RXN_p_me_2,0.0,9715.0,0.0
6PGLUCONOLACT_RXN_p_me_3,0.0,9715.0,0.0
6PGLUCONOLACT_RXN_p_me_4,0.316479391697842,9715.0,0.0
6PGLUCONOLACT_RXN_p_gc_1,0.0003092054473485297,9715.0,0.0
6PGLUCONOLACT_RXN_p_gc_2,0.0,9715.0,0.0
6PGLUCONOLACT_RXN_p_gc_3,0.0,9715.0,0.0
6PGLUCONOLACT_RXN_p_gc_4,0.00030428201757668215,9715.0,0.0
pLYS_biomass_me_1,0.0,0.0,-1000.0
pLYS_biomass_me_2,0.0,0.0,-1000.0
pLYS_biomass_me_3,0.0,0.0,-1000.0
pLYS_biomass_me_4,0.0,0.0,-1000.0
pLYS_biomass_gc_1,0.0,0.0,-1000.0
pLYS_biomass_gc_2,0.0,0.0,-1000.0
pLYS_biomass_gc_3,0.0,0.0,-1000.0
pLYS_biomass_gc_4,0.0,0.0,-1000.0
THREO_DS_ISO_CITRATE_xc_me_1,0.0,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_me_2,7.437078778277395e-19,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_me_3,0.0,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_me_4,0.0,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_gc_1,0.0,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_gc_2,0.0,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_gc_3,2.0840043869097425e-12,9715.0,-1000.0
THREO_DS_ISO_CITRATE_xc_gc_4,0.0,9715.0,-1000.0
CIT_PROTON_vc_me_1,0.0,9715.0,0.0
CIT_PROTON_vc_me_2,0.0,9715.0,0.0
CIT_PROTON_vc_me_3,0.0,9715.0,0.0
CIT_PROTON_vc_me_4,0.0,9715.0,0.0
CIT_PROTON_vc_gc_1,0.0,9715.0,0.0
CIT_PROTON_vc_gc_2,0.0,9715.0,0.0
